beta,theta,is_convex,violation_rate,convexity_score
0.30000000000000004,0.77,0.6111111111111112,0.01603348008686016,0.6111111111111112
0.30000000000000004,0.78,0.7222222222222222,0.014609582870811781,0.7222222222222222
0.30000000000000004,0.79,0.7222222222222222,0.012212954850751249,0.7222222222222222
0.30000000000000004,0.8,0.6666666666666666,0.012283421367438695,0.6666666666666666
0.30000000000000004,0.81,0.5,0.012854673056166445,0.5
0.30000000000000004,0.8200000000000001,0.6666666666666666,0.010267864677206901,0.6666666666666666
0.30000000000000004,0.8300000000000001,0.7222222222222222,0.00816165413178637,0.7222222222222222
0.30000000000000004,0.84,0.7222222222222222,0.007076199237336949,0.7222222222222222
0.30000000000000004,0.85,0.7222222222222222,0.006935509016704868,0.7222222222222222
0.30000000000000004,0.86,0.7777777777777778,0.006794818796072786,0.7777777777777778
0.30000000000000004,0.87,0.6666666666666666,0.0076936663955017815,0.6666666666666666
0.30000000000000004,0.88,0.7777777777777778,0.006502220029636811,0.7777777777777778
0.30000000000000004,0.89,0.7777777777777778,0.006202892150367071,0.7777777777777778
0.30000000000000004,0.9,0.7777777777777778,0.005575195744199392,0.7777777777777778
0.31,0.7,0.3888888888888889,0.021981428563878403,0.3888888888888889
0.31,0.71,0.5,0.020164202938513245,0.5
0.31,0.72,0.6111111111111112,0.018572906100123382,0.6111111111111112
0.31,0.73,0.5555555555555556,0.01844456733079624,0.5555555555555556
0.31,0.74,0.5,0.018885035293066527,0.5
0.31,0.75,0.6666666666666666,0.016228902934899286,0.6666666666666666
0.31,0.76,0.5555555555555556,0.01700704060257184,0.5555555555555556
0.31,0.77,0.5555555555555556,0.016461803647451163,0.5555555555555556
0.31,0.78,0.6111111111111112,0.016023611348793747,0.6111111111111112
0.31,0.79,0.7222222222222222,0.012092244918994806,0.7222222222222222
0.31,0.8,0.6666666666666666,0.010923223799135792,0.6666666666666666
0.31,0.81,0.7222222222222222,0.00998962386117539,0.7222222222222222
0.31,0.8200000000000001,0.7222222222222222,0.008860923829004084,0.7222222222222222
0.31,0.8300000000000001,0.7222222222222222,0.007907397191482918,0.7222222222222222
0.31,0.84,0.6111111111111112,0.008093516868026672,0.6111111111111112
0.31,0.85,0.7222222222222222,0.007357103464462105,0.7222222222222222
0.31,0.86,0.7777777777777778,0.00658255528439067,0.7777777777777778
0.31,0.87,0.7777777777777778,0.006468781515093645,0.7777777777777778
0.31,0.88,0.7222222222222222,0.006937272703061577,0.7222222222222222
0.31,0.89,0.7222222222222222,0.006704821852878168,0.7222222222222222
0.31,0.9,0.6666666666666666,0.006666119516809212,0.6666666666666666
0.32,0.7,0.6111111111111112,0.01976952494209106,0.6111111111111112
0.32,0.71,0.6666666666666666,0.018878963092226884,0.6666666666666666
0.32,0.72,0.6666666666666666,0.017738002954173725,0.6666666666666666
0.32,0.73,0.5555555555555556,0.018825787101550896,0.5555555555555556
0.32,0.74,0.6111111111111112,0.01702384550309767,0.6111111111111112
0.32,0.75,0.6111111111111112,0.016637039156988997,0.6111111111111112
0.32,0.76,0.5555555555555556,0.0167077127233021,0.5555555555555556
0.32,0.77,0.6666666666666666,0.015196544090040441,0.6666666666666666
0.32,0.78,0.6111111111111112,0.015340616748647985,0.6111111111111112
0.32,0.79,0.7222222222222222,0.011614092042586115,0.7222222222222222
0.32,0.8,0.6666666666666666,0.010697295012160494,0.6666666666666666
0.32,0.81,0.6666666666666666,0.010075581454400424,0.6666666666666666
0.32,0.8200000000000001,0.6111111111111112,0.0103000429570767,0.6111111111111112
0.32,0.8300000000000001,0.6666666666666666,0.00838934660511838,0.6666666666666666
0.32,0.84,0.6666666666666666,0.007899407843975787,0.6666666666666666
0.32,0.85,0.7777777777777778,0.006734670879820218,0.7777777777777778
0.32,0.86,0.7777777777777778,0.006495490916803046,0.7777777777777778
0.32,0.87,0.7777777777777778,0.006381717147506021,0.7777777777777778
0.32,0.88,0.7777777777777778,0.006321362181627799,0.7777777777777778
0.32,0.89,0.7222222222222222,0.006677905401543113,0.7222222222222222
0.32,0.9,0.7777777777777778,0.005541550180030572,0.7777777777777778
0.33,0.7,0.5555555555555556,0.020043907106008108,0.5555555555555556
0.33,0.71,0.6111111111111112,0.020206134252246884,0.6111111111111112
0.33,0.72,0.7222222222222222,0.016943267435600998,0.7222222222222222
0.33,0.73,0.5,0.019802730055238037,0.5
0.33,0.74,0.6111111111111112,0.01683605149262924,0.6111111111111112
0.33,0.75,0.7222222222222222,0.015405425163747096,0.7222222222222222
0.33,0.76,0.6666666666666666,0.01536211791113752,0.6666666666666666
0.33,0.77,0.6111111111111112,0.01567828645405025,0.6111111111111112
0.33,0.78,0.6666666666666666,0.015186675351974032,0.6666666666666666
0.33,0.79,0.7222222222222222,0.011540278851040366,0.7222222222222222
0.33,0.8,0.6666666666666666,0.011027128830366405,0.6666666666666666
0.33,0.81,0.7222222222222222,0.008818930400382749,0.7222222222222222
0.33,0.8200000000000001,0.6111111111111112,0.009637442745057883,0.6111111111111112
0.33,0.8300000000000001,0.6111111111111112,0.008638845168570431,0.6111111111111112
0.33,0.84,0.6666666666666666,0.00788594961830826,0.6666666666666666
0.33,0.85,0.7777777777777778,0.00661416799768943,0.7777777777777778
0.33,0.86,0.7222222222222222,0.0069707112176047425,0.7222222222222222
0.33,0.87,0.7222222222222222,0.006876917737183356,0.7222222222222222
0.33,0.88,0.7222222222222222,0.006863459511515828,0.7222222222222222
0.33,0.89,0.7777777777777778,0.005568466631365628,0.7777777777777778
0.33,0.9,0.7222222222222222,0.005965177478657871,0.7222222222222222
0.34,0.7,0.5555555555555556,0.019340932216986708,0.5555555555555556
0.34,0.71,0.5555555555555556,0.02007890225728233,0.5555555555555556
0.34,0.72,0.5555555555555556,0.019011134161897956,0.5555555555555556
0.34,0.73,0.5,0.019086296940549106,0.5
0.34,0.74,0.6666666666666666,0.016570162127902667,0.6666666666666666
0.34,0.75,0.5555555555555556,0.017440060425126542,0.5555555555555556
0.34,0.76,0.6666666666666666,0.015281575606758005,0.6666666666666666
0.34,0.77,0.7222222222222222,0.014439943347974583,0.7222222222222222
0.34,0.78,0.7222222222222222,0.01414040841907919,0.7222222222222222
0.34,0.79,0.6111111111111112,0.011871785010179903,0.6111111111111112
0.34,0.8,0.6666666666666666,0.009698697435673038,0.6666666666666666
0.34,0.81,0.6666666666666666,0.009234002784931878,0.6666666666666666
0.34,0.8200000000000001,0.7222222222222222,0.008365661124439054,0.7222222222222222
0.34,0.8300000000000001,0.7777777777777778,0.0075142758317917925,0.7777777777777778
0.34,0.84,0.6666666666666666,0.0077587176233437066,0.6666666666666666
0.34,0.85,0.7777777777777778,0.006567271257478736,0.7777777777777778
0.34,0.86,0.7777777777777778,0.006321362181627799,0.7777777777777778
0.34,0.87,0.7222222222222222,0.006863459511515828,0.7222222222222222
0.34,0.88,0.7777777777777778,0.006307903955960271,0.7777777777777778
0.34,0.89,0.7222222222222222,0.00611729307408742,0.7222222222222222
0.34,0.9,0.6666666666666666,0.006473836294002732,0.6666666666666666
0.35,0.7,0.6666666666666666,0.018115840286952917,0.6666666666666666
0.35,0.71,0.5555555555555556,0.019237062948873253,0.5555555555555556
0.35,0.72,0.6111111111111112,0.01773914549165347,0.6111111111111112
0.35,0.73,0.5555555555555556,0.018112736424837426,0.5555555555555556
0.35,0.74,0.7222222222222222,0.015278193168782546,0.7222222222222222
0.35,0.75,0.7222222222222222,0.01497865823988715,0.7222222222222222
0.35,0.76,0.6111111111111112,0.016292164124613966,0.6111111111111112
0.35,0.77,0.5,0.016628520006027984,0.5
0.35,0.78,0.6666666666666666,0.014430074609908174,0.6666666666666666
0.35,0.79,0.7222222222222222,0.011378892341044645,0.7222222222222222
0.35,0.8,0.6111111111111112,0.01118471330395635,0.6111111111111112
0.35,0.81,0.7222222222222222,0.008517776719868603,0.7222222222222222
0.35,0.8200000000000001,0.6111111111111112,0.009339787206721772,0.6111111111111112
0.35,0.8300000000000001,0.7222222222222222,0.007915889990673393,0.7222222222222222
0.35,0.84,0.7222222222222222,0.007156265327577457,0.7222222222222222
0.35,0.85,0.7777777777777778,0.006368258921838493,0.7777777777777778
0.35,0.86,0.7777777777777778,0.006307903955960271,0.7777777777777778
0.35,0.87,0.7777777777777778,0.006307903955960271,0.7777777777777778
0.35,0.88,0.7222222222222222,0.0068500012858482996,0.7222222222222222
0.35,0.89,0.7777777777777778,0.005646769035249428,0.7777777777777778
0.35,0.9,0.7777777777777778,0.005362725182891622,0.7777777777777778
0.36,0.7,0.6666666666666666,0.017954962727819546,0.6666666666666666
0.36,0.71,0.6666666666666666,0.017429706061574506,0.6666666666666666
0.36,0.72,0.5,0.018497302870450386,0.5
0.36,0.73,0.7222222222222222,0.015743094869149363,0.7222222222222222
0.36,0.74,0.7222222222222222,0.015197650864403032,0.7222222222222222
0.36,0.75,0.5,0.018753566309853358,0.5
0.36,0.76,0.7222222222222222,0.014565142492069076,0.7222222222222222
0.36,0.77,0.7222222222222222,0.01423889816146428,0.7222222222222222
0.36,0.78,0.7222222222222222,0.013496681721573422,0.7222222222222222
0.36,0.79,0.7222222222222222,0.011231680057204452,0.7222222222222222
0.36,0.8,0.7222222222222222,0.008808549685060172,0.7222222222222222
0.36,0.81,0.6666666666666666,0.009066603162590395,0.6666666666666666
0.36,0.8200000000000001,0.7222222222222222,0.00810817321347987,0.7222222222222222
0.36,0.8300000000000001,0.7222222222222222,0.007848805911961406,0.7222222222222222
0.36,0.84,0.7777777777777778,0.006547083918977444,0.7777777777777778
0.36,0.85,0.7222222222222222,0.006896898026058993,0.7222222222222222
0.36,0.86,0.6666666666666666,0.007419015067071383,0.6666666666666666
0.36,0.87,0.7222222222222222,0.006856730398682063,0.7222222222222222
0.36,0.88,0.7777777777777778,0.005700394888293885,0.7777777777777778
0.36,0.89,0.7777777777777778,0.005508111665487407,0.7777777777777778
0.36,0.9,0.8333333333333334,0.005315828442680927,0.8333333333333334
0.37,0.7,0.5555555555555556,0.01879345536137032,0.5555555555555556
0.37,0.71,0.6111111111111112,0.017659017286525264,0.6111111111111112
0.37,0.72,0.5555555555555556,0.017821037383138387,0.5555555555555556
0.37,0.73,0.6111111111111112,0.01673349604850403,0.6111111111111112
0.37,0.74,0.6111111111111112,0.01634689675202101,0.6111111111111112
0.37,0.75,0.6666666666666666,0.015339897721766166,0.6666666666666666
0.37,0.76,0.7222222222222222,0.014457890785980162,0.7222222222222222
0.37,0.77,0.7222222222222222,0.014039885825824038,0.7222222222222222
0.37,0.78,0.7222222222222222,0.012697096480726212,0.7222222222222222
0.37,0.79,0.7222222222222222,0.011044300145987333,0.7222222222222222
0.37,0.8,0.7222222222222222,0.008663163202464387,0.7222222222222222
0.37,0.81,0.6111111111111112,0.009508384948848925,0.6111111111111112
0.37,0.8200000000000001,0.7777777777777778,0.007353605322284072,0.7777777777777778
0.37,0.8300000000000001,0.5555555555555556,0.009461846725583615,0.5555555555555556
0.37,0.84,0.7777777777777778,0.006665553950238173,0.7777777777777778
0.37,0.85,0.7777777777777778,0.006341342470503438,0.7777777777777778
0.37,0.86,0.7777777777777778,0.0063011748431265075,0.7777777777777778
0.37,0.87,0.7777777777777778,0.006261007215749578,0.7777777777777778
0.37,0.88,0.7777777777777778,0.005700394888293885,0.7777777777777778
0.37,0.89,0.7777777777777778,0.005461214925276713,0.7777777777777778
0.37,0.9,0.7777777777777778,0.005797777856316388,0.7777777777777778
0.38,0.7,0.6111111111111112,0.017904926362376204,0.6111111111111112
0.38,0.71,0.6111111111111112,0.017948476427728594,0.6111111111111112
0.38,0.72,0.6666666666666666,0.016437307794466935,0.6666666666666666
0.38,0.73,0.7222222222222222,0.015441527089383907,0.7222222222222222
0.38,0.74,0.7222222222222222,0.015016793016394019,0.7222222222222222
0.38,0.75,0.6666666666666666,0.015259355417386652,0.6666666666666666
0.38,0.76,0.7222222222222222,0.014337387903849372,0.7222222222222222
0.38,0.77,0.7222222222222222,0.01304801736217035,0.7222222222222222
0.38,0.78,0.6666666666666666,0.012406170055223863,0.6666666666666666
0.38,0.79,0.7222222222222222,0.010898913663391548,0.7222222222222222
0.38,0.8,0.7222222222222222,0.008404002950571579,0.7222222222222222
0.38,0.81,0.7222222222222222,0.00889247442741515,0.7222222222222222
0.38,0.8200000000000001,0.7777777777777778,0.007391740098790943,0.7777777777777778
0.38,0.8300000000000001,0.7777777777777778,0.007212708052026336,0.7777777777777778
0.38,0.84,0.7222222222222222,0.007187670991250563,0.7222222222222222
0.38,0.85,0.7222222222222222,0.006856730398682063,0.7222222222222222
0.38,0.86,0.7222222222222222,0.0068165627713051334,0.7222222222222222
0.38,0.87,0.7777777777777778,0.005707124001127649,0.7777777777777778
0.38,0.88,0.7777777777777778,0.005613330520706262,0.7777777777777778
0.38,0.89,0.8333333333333334,0.005380879670522854,0.8333333333333334
0.38,0.9,0.8333333333333334,0.004654900571595738,0.8333333333333334
0.39,0.7,0.4444444444444444,0.01999970954000822,0.4444444444444444
0.39,0.71,0.7222222222222222,0.01594883631762337,0.7222222222222222
0.39,0.72,0.6111111111111112,0.016798547276345957,0.6111111111111112
0.39,0.73,0.6111111111111112,0.016313458237477846,0.6111111111111112
0.39,0.74,0.6666666666666666,0.015451638640193131,0.6666666666666666
0.39,0.75,0.6666666666666666,0.015528834269714341,0.6666666666666666
0.39,0.76,0.7222222222222222,0.013794183799598757,0.7222222222222222
0.39,0.77,0.7222222222222222,0.012241703008489375,0.7222222222222222
0.39,0.78,0.6666666666666666,0.012147009803331053,0.6666666666666666
0.39,0.79,0.7222222222222222,0.010639753411498738,0.7222222222222222
0.39,0.8,0.6666666666666666,0.009454759095804467,0.6666666666666666
0.39,0.81,0.7777777777777778,0.00809773890884242,0.7777777777777778
0.39,0.8200000000000001,0.7777777777777778,0.007358094534622123,0.7777777777777778
0.39,0.8300000000000001,0.6111111111111112,0.008845936204149838,0.6111111111111112
0.39,0.84,0.7777777777777778,0.006591947808318077,0.7777777777777778
0.39,0.85,0.7222222222222222,0.0068165627713051334,0.7222222222222222
0.39,0.86,0.7777777777777778,0.006254278102915813,0.7777777777777778
0.39,0.87,0.7777777777777778,0.005613330520706262,0.7777777777777778
0.39,0.88,0.7777777777777778,0.005943164338912173,0.7777777777777778
0.39,0.89,0.8333333333333334,0.005340712043145924,0.8333333333333334
0.39,0.9,0.8333333333333334,0.0046214620570525725,0.8333333333333334
0.4,0.7,0.5555555555555556,0.017827973545597803,0.5555555555555556
0.4,0.71,0.5,0.01801691009354598,0.5
0.4,0.72,0.5555555555555556,0.01728028964035576,0.5555555555555556
0.4,0.73,0.6111111111111112,0.01610771678900384,0.6111111111111112
0.4,0.74,0.5555555555555556,0.018128893824715758,0.5555555555555556
0.4,0.75,0.6666666666666666,0.014528564352293263,0.6666666666666666
0.4,0.76,0.7222222222222222,0.01242725711846209,0.7222222222222222
0.4,0.77,0.5555555555555556,0.013615770908720064,0.5555555555555556
0.4,0.78,0.7222222222222222,0.011365732510425853,0.7222222222222222
0.4,0.79,0.6666666666666666,0.011141683114009836,0.6666666666666666
0.4,0.8,0.7777777777777778,0.00813790653621935,0.7777777777777778
0.4,0.81,0.7777777777777778,0.008050635119006073,0.7777777777777778
0.4,0.8200000000000001,0.7777777777777778,0.007317926907245192,0.7777777777777778
0.4,0.8300000000000001,0.7777777777777778,0.007139101910106241,0.7777777777777778
0.4,0.84,0.6666666666666666,0.007656162179218495,0.6666666666666666
0.4,0.85,0.7222222222222222,0.0068165627713051334,0.7222222222222222
0.4,0.86,0.7777777777777778,0.005620059633540026,0.7777777777777778
0.4,0.87,0.7777777777777778,0.005949893451745937,0.7777777777777778
0.4,0.88,0.7222222222222222,0.0064585522670907985,0.7222222222222222
0.4,0.89,0.7777777777777778,0.005315674982370148,0.7777777777777778
0.4,0.9,0.8333333333333334,0.004435907947079858,0.8333333333333334
